subject,window_sec,block,method,true_label,pred_label,correct,margin
1,0.3,0,ImprovedTDCA,23,23,1,0.5173162696548395
1,0.3,0,ImprovedTDCA,24,24,1,1.24770215976545
1,0.3,0,ImprovedTDCA,25,25,1,0.22295758933747356
1,0.3,0,ImprovedTDCA,26,26,1,2.331316365979371
1,0.3,0,ImprovedTDCA,27,27,1,0.8561067763078065
1,0.3,0,ImprovedTDCA,28,28,1,0.951674645259853
1,0.3,0,ImprovedTDCA,29,29,1,0.4802771544299964
1,0.3,0,ImprovedTDCA,30,30,1,0.9205000879104817
1,0.3,0,ImprovedTDCA,31,31,1,0.45858941165928035
1,0.3,0,ImprovedTDCA,32,32,1,0.8133532329683779
1,0.3,0,ImprovedTDCA,33,33,1,0.44740954765273244
1,0.3,0,ImprovedTDCA,34,19,0,1.1462416318360555
1,0.3,0,ImprovedTDCA,35,37,0,0.12301548273539553
1,0.3,0,ImprovedTDCA,36,36,1,1.2098536048525275
1,0.3,0,ImprovedTDCA,37,37,1,0.4544857892981251
1,0.3,0,ImprovedTDCA,38,38,1,0.5836690597328937
1,0.3,0,ImprovedTDCA,39,10,0,0.659265046524935
1,0.3,1,TDCA,0,0,1,0.571840080127912
1,0.3,1,TDCA,1,1,1,1.0889569784154538
1,0.3,1,TDCA,2,2,1,1.8721178498367501
1,0.3,1,TDCA,3,3,1,0.32861625231703995
1,0.3,1,TDCA,4,4,1,1.0468289355665499
1,0.3,1,TDCA,5,37,0,0.06618927689662923
1,0.3,1,TDCA,6,6,1,0.41980125118398726
1,0.3,1,TDCA,7,7,1,0.8970868698431811
1,0.3,1,TDCA,8,8,1,0.9710313759113411
1,0.3,1,TDCA,9,9,1,0.7843806528733623
1,0.3,1,TDCA,10,27,0,0.13518904559196776
1,0.3,1,TDCA,11,13,0,0.20999796794365322
1,0.3,1,TDCA,12,12,1,1.3087266555375008
1,0.3,1,TDCA,13,15,0,0.2595328181540184
1,0.3,1,TDCA,14,14,1,1.1670201110773955
1,0.3,1,TDCA,15,15,1,1.5825492941086465
1,0.3,1,TDCA,16,16,1,0.8783391260255762
1,0.3,1,TDCA,17,17,1,1.8461265858982356
1,0.3,1,TDCA,18,18,1,0.8279182227447586
1,0.3,1,TDCA,19,19,1,0.7668067878201095
1,0.3,1,TDCA,20,20,1,0.2618896091202889
1,0.3,1,TDCA,21,21,1,0.7211713986996193
1,0.3,1,TDCA,22,22,1,0.604916132051655
1,0.3,1,TDCA,23,23,1,0.3400801016924757
1,0.3,1,TDCA,24,25,0,0.0313188648964382
1,0.3,1,TDCA,25,25,1,0.9432481721824
1,0.3,1,TDCA,26,26,1,1.4339001387758055
1,0.3,1,TDCA,27,27,1,0.2915015638501153
1,0.3,1,TDCA,28,28,1,0.7542704939695082
1,0.3,1,TDCA,29,14,0,0.48675601638165644
1,0.3,1,TDCA,30,30,1,0.9424013475533748
1,0.3,1,TDCA,31,31,1,1.0754455492002781
1,0.3,1,TDCA,32,32,1,1.573588883596046
1,0.3,1,TDCA,33,33,1,0.1358010838455299
1,0.3,1,TDCA,34,17,0,0.3988792542026014
1,0.3,1,TDCA,35,15,0,0.7406461514647447
1,0.3,1,TDCA,36,36,1,0.3921008178104195
1,0.3,1,TDCA,37,37,1,0.7797676351843683
1,0.3,1,TDCA,38,38,1,0.7748295874431022
1,0.3,1,TDCA,39,39,1,0.23298194416828166
1,0.3,1,ImprovedTDCA,0,0,1,0.9032472411608548
1,0.3,1,ImprovedTDCA,1,1,1,1.635517309442431
1,0.3,1,ImprovedTDCA,2,2,1,2.007250886082983
1,0.3,1,ImprovedTDCA,3,3,1,0.6195132520703619
1,0.3,1,ImprovedTDCA,4,4,1,0.8422979863416973
1,0.3,1,ImprovedTDCA,5,5,1,0.279233473738177
1,0.3,1,ImprovedTDCA,6,6,1,0.16152284559163643
1,0.3,1,ImprovedTDCA,7,7,1,1.573230391868474
1,0.3,1,ImprovedTDCA,8,8,1,1.7487733142506376
1,0.3,1,ImprovedTDCA,9,9,1,1.1351499363920423
1,0.3,1,ImprovedTDCA,10,27,0,0.5534417456299168
1,0.3,1,ImprovedTDCA,11,13,0,0.08646611911523205
1,0.3,1,ImprovedTDCA,12,12,1,1.271904350185018
1,0.3,1,ImprovedTDCA,13,13,1,0.5074949836700844
1,0.3,1,ImprovedTDCA,14,14,1,1.074049975044921
1,0.3,1,ImprovedTDCA,15,15,1,1.4700602753046235
1,0.3,1,ImprovedTDCA,16,16,1,1.4340551380269577
1,0.3,1,ImprovedTDCA,17,17,1,2.0702924942810315
1,0.3,1,ImprovedTDCA,18,18,1,1.155148609062302
1,0.3,1,ImprovedTDCA,19,19,1,0.9063327746170833
1,0.3,1,ImprovedTDCA,20,20,1,0.26166450245422745
1,0.3,1,ImprovedTDCA,21,21,1,0.8332630317549272
1,0.3,1,ImprovedTDCA,22,22,1,0.8401983231487318
1,0.3,1,ImprovedTDCA,23,23,1,0.7065987831117511
1,0.3,1,ImprovedTDCA,24,24,1,0.16570971027355474
1,0.3,1,ImprovedTDCA,25,25,1,1.4001108776376916
1,0.3,1,ImprovedTDCA,26,26,1,1.8289855808657864
1,0.3,1,ImprovedTDCA,27,27,1,0.6525196590358813
1,0.3,1,ImprovedTDCA,28,28,1,0.8366815862095793
1,0.3,1,ImprovedTDCA,29,14,0,0.2582027519769823
1,0.3,1,ImprovedTDCA,30,30,1,1.2697349170255787
1,0.3,1,ImprovedTDCA,31,31,1,1.557589388629745
1,0.3,1,ImprovedTDCA,32,32,1,1.6978321435741743
1,0.3,1,ImprovedTDCA,33,33,1,0.24940139329803124
1,0.3,1,ImprovedTDCA,34,17,0,0.031229736612199854
1,0.3,1,ImprovedTDCA,35,15,0,0.7221003872132519
1,0.3,1,ImprovedTDCA,36,36,1,0.49750397782665257
1,0.3,1,ImprovedTDCA,37,37,1,1.1387650842232286
1,0.3,1,ImprovedTDCA,38,38,1,0.6124318365182257
1,0.3,1,ImprovedTDCA,39,39,1,0.4792582986481895
1,0.3,2,TDCA,0,0,1,0.38296991277995374
1,0.3,2,TDCA,1,1,1,0.566931690284787
1,0.3,2,TDCA,2,2,1,1.234122580047642
1,0.3,2,TDCA,3,3,1,1.9213811615620606
1,0.3,2,TDCA,4,7,0,0.10064691313662344
1,0.3,2,TDCA,5,5,1,0.699956216475222
1,0.3,2,TDCA,6,6,1,1.3096210065387397
1,0.3,2,TDCA,7,39,0,0.002531040470986401
1,0.3,2,TDCA,8,8,1,1.309147751607513
1,0.3,2,TDCA,9,9,1,0.6346688899220454
1,0.3,2,TDCA,10,10,1,0.6656489795336482
1,0.3,2,TDCA,11,11,1,0.8512095525199117
1,0.3,2,TDCA,12,8,0,0.2518504530873944
1,0.3,2,TDCA,13,13,1,0.5608226125809315
1,0.3,2,TDCA,14,14,1,0.8820777180955233
1,0.3,2,TDCA,15,15,1,1.7228713058670582
1,0.3,2,TDCA,16,16,1,0.7448755798216222
1,0.3,2,TDCA,17,17,1,0.6737464966075399
1,0.3,2,TDCA,18,18,1,1.8122626439288287
1,0.3,2,TDCA,19,19,1,0.9454027675744379
1,0.3,2,TDCA,20,20,1,0.029795579388960824
1,0.3,2,TDCA,21,21,1,1.0040557174767268
1,0.3,2,TDCA,22,22,1,0.48859724190952325
1,0.3,2,TDCA,23,23,1,0.08170308567063689
1,0.3,2,TDCA,24,24,1,1.0178997799806375
1,0.3,2,TDCA,25,25,1,1.669073686053906
1,0.3,2,TDCA,26,26,1,0.9701299267013161
1,0.3,2,TDCA,27,27,1,0.5972415788054213
1,0.3,2,TDCA,28,28,1,0.705648104482385
1,0.3,2,TDCA,29,14,0,0.21084699431852671
1,0.3,2,TDCA,30,28,0,0.12657009323977997
1,0.3,2,TDCA,31,31,1,0.11629853500777676
1,0.3,2,TDCA,32,32,1,0.9451597669933036
1,0.3,2,TDCA,33,33,1,0.8770316708395534
1,0.3,2,TDCA,34,34,1,0.8619151544885393
1,0.3,2,TDCA,35,35,1,0.013151696035398786
1,0.3,2,TDCA,36,36,1,1.0596043490763243
1,0.3,2,TDCA,37,37,1,0.09969986389280683
1,0.3,2,TDCA,38,38,1,0.6481318955352875
1,0.3,2,TDCA,39,39,1,0.25812162740548983
1,0.3,2,ImprovedTDCA,0,0,1,0.7884091582681096
1,0.3,2,ImprovedTDCA,1,1,1,0.5537461446252037
1,0.3,2,ImprovedTDCA,2,2,1,1.0716308675019608
1,0.3,2,ImprovedTDCA,3,3,1,2.2962777086729123
1,0.3,2,ImprovedTDCA,4,4,1,0.46554493906349137
1,0.3,2,ImprovedTDCA,5,5,1,0.5650750480273476
1,0.3,2,ImprovedTDCA,6,6,1,1.3054176886170266
1,0.3,2,ImprovedTDCA,7,7,1,0.29153765680390453
1,0.3,2,ImprovedTDCA,8,8,1,1.5520295360295513
1,0.3,2,ImprovedTDCA,9,9,1,1.0236147350026126
1,0.3,2,ImprovedTDCA,10,10,1,1.0134730887777381
1,0.3,2,ImprovedTDCA,11,11,1,1.1894669832189677
1,0.3,2,ImprovedTDCA,12,8,0,0.3476821442497795
1,0.3,2,ImprovedTDCA,13,13,1,0.5774354449986605
1,0.3,2,ImprovedTDCA,14,14,1,1.2261839022377679
1,0.3,2,ImprovedTDCA,15,15,1,1.9059560766735122
1,0.3,2,ImprovedTDCA,16,16,1,0.765430804067244
1,0.3,2,ImprovedTDCA,17,17,1,0.832093539565536
1,0.3,2,ImprovedTDCA,18,18,1,1.8033667554238775
1,0.3,2,ImprovedTDCA,19,19,1,1.5931387016644654
1,0.3,2,ImprovedTDCA,20,20,1,0.101064237167666
1,0.3,2,ImprovedTDCA,21,21,1,0.7714487050865988
1,0.3,2,ImprovedTDCA,22,22,1,0.7458420819577405
1,0.3,2,ImprovedTDCA,23,23,1,0.01744020687532366
1,0.3,2,ImprovedTDCA,24,24,1,1.388138804773443
1,0.3,2,ImprovedTDCA,25,25,1,2.1611582991447182
1,0.3,2,ImprovedTDCA,26,26,1,1.5785140702805847
1,0.3,2,ImprovedTDCA,27,27,1,1.1073779711862874
1,0.3,2,ImprovedTDCA,28,28,1,1.1655713056325494
1,0.3,2,ImprovedTDCA,29,29,1,0.2194434869475106
1,0.3,2,ImprovedTDCA,30,30,1,0.2192928366636897
1,0.3,2,ImprovedTDCA,31,31,1,0.3222354886988317
1,0.3,2,ImprovedTDCA,32,32,1,1.2253642072609718
1,0.3,2,ImprovedTDCA,33,33,1,0.6971453059532966
1,0.3,2,ImprovedTDCA,34,34,1,0.7536960381351683
1,0.3,2,ImprovedTDCA,35,35,1,0.3768039121237825
1,0.3,2,ImprovedTDCA,36,36,1,1.2292960307663459
1,0.3,2,ImprovedTDCA,37,12,0,0.03148203248702286
1,0.3,2,ImprovedTDCA,38,38,1,1.0262726729466938
1,0.3,2,ImprovedTDCA,39,39,1,0.4189705647516435
1,0.3,3,TDCA,0,0,1,0.0027184101107380343
1,0.3,3,TDCA,1,22,0,0.011321768631184836
1,0.3,3,TDCA,2,39,0,0.029802669310486696
1,0.3,3,TDCA,3,3,1,0.25670341710987143
1,0.3,3,TDCA,4,4,1,1.5414119080258373
1,0.3,3,TDCA,5,5,1,0.302388429189302
1,0.3,3,TDCA,6,6,1,0.500523456306623
1,0.3,3,TDCA,7,7,1,0.24440677621915063
1,0.3,3,TDCA,8,8,1,1.0229657455112315
1,0.3,3,TDCA,9,11,0,0.011835906097310112
1,0.3,3,TDCA,10,10,1,1.3852222109825374
1,0.3,3,TDCA,11,11,1,1.5138628058365666
1,0.3,3,TDCA,12,12,1,1.1182987675205363
1,0.3,3,TDCA,13,13,1,0.4918612747121145
1,0.3,3,TDCA,14,14,1,0.384973370122371
1,0.3,3,TDCA,15,15,1,1.4826749552152836
1,0.3,3,TDCA,16,16,1,0.8225589950120846
1,0.3,3,TDCA,17,17,1,1.0655206253365441
1,0.3,3,TDCA,18,18,1,0.8370334144240976
1,0.3,3,TDCA,19,21,0,0.17284154004077568
1,0.3,3,TDCA,20,27,0,0.10426483122499652
1,0.3,3,TDCA,21,21,1,0.2285385956888244
1,0.3,3,TDCA,22,22,1,0.06001560143353668
1,0.3,3,TDCA,23,23,1,1.0010212417196005
1,0.3,3,TDCA,24,24,1,1.4305340220063267
1,0.3,3,TDCA,25,25,1,0.25440540467845274
1,0.3,3,TDCA,26,26,1,0.792826619725254
1,0.3,3,TDCA,27,27,1,0.7430055975537257
1,0.3,3,TDCA,28,28,1,1.8226918122471487
1,0.3,3,TDCA,29,14,0,0.8142424406438753
1,0.3,3,TDCA,30,30,1,0.8970219394424788
1,0.3,3,TDCA,31,31,1,1.1303683253233898
1,0.3,3,TDCA,32,32,1,0.7200549122655289
1,0.3,3,TDCA,33,33,1,0.4332167846321513
1,0.3,3,TDCA,34,39,0,0.045607386629033186
1,0.3,3,TDCA,35,35,1,0.009646933347274622
1,0.3,3,TDCA,36,31,0,0.06595661054689606
1,0.3,3,TDCA,37,37,1,0.5605934035531233
1,0.3,3,TDCA,38,38,1,0.5278988889366665
1,0.3,3,TDCA,39,39,1,0.5727887663801594
1,0.3,3,ImprovedTDCA,0,0,1,0.643165382466206
1,0.3,3,ImprovedTDCA,1,7,0,0.27062362419162644
1,0.3,3,ImprovedTDCA,2,39,0,0.06997812541873927
1,0.3,3,ImprovedTDCA,3,3,1,0.11169365100872763
1,0.3,3,ImprovedTDCA,4,4,1,1.0968411625088559
1,0.3,3,ImprovedTDCA,5,5,1,0.5472783770108123
1,0.3,3,ImprovedTDCA,6,6,1,0.6133328435762688
1,0.3,3,ImprovedTDCA,7,7,1,0.6892421720528172
1,0.3,3,ImprovedTDCA,8,8,1,0.9298136851381429
1,0.3,3,ImprovedTDCA,9,24,0,0.40493335110254813
1,0.3,3,ImprovedTDCA,10,10,1,1.7642446551254207
1,0.3,3,ImprovedTDCA,11,11,1,1.4244638800902822
1,0.3,3,ImprovedTDCA,12,12,1,1.0624058707273227
1,0.3,3,ImprovedTDCA,13,13,1,0.46928930250450374
1,0.3,3,ImprovedTDCA,14,14,1,0.48888595960917813
1,0.3,3,ImprovedTDCA,15,15,1,1.8452736171185233
1,0.3,3,ImprovedTDCA,16,16,1,1.0932714414335156
1,0.3,3,ImprovedTDCA,17,17,1,1.0986887404034387
1,0.3,3,ImprovedTDCA,18,18,1,1.1367161182780914
1,0.3,3,ImprovedTDCA,19,19,1,0.6327172733664705
1,0.3,3,ImprovedTDCA,20,27,0,0.09723591358254957
1,0.3,3,ImprovedTDCA,21,21,1,0.5977614149312735
1,0.3,3,ImprovedTDCA,22,22,1,0.2742260997756243
1,0.3,3,ImprovedTDCA,23,23,1,1.0793953216706709
1,0.3,3,ImprovedTDCA,24,24,1,1.2718473494425546
1,0.3,3,ImprovedTDCA,25,25,1,0.1171792324599168
1,0.3,3,ImprovedTDCA,26,26,1,1.2342244692162883
1,0.3,3,ImprovedTDCA,27,27,1,0.6752037232345565
1,0.3,3,ImprovedTDCA,28,28,1,2.3419177032981526
1,0.3,3,ImprovedTDCA,29,14,0,1.1964043355558651
1,0.3,3,ImprovedTDCA,30,30,1,1.432017639239676
1,0.3,3,ImprovedTDCA,31,31,1,1.2664227095224703
1,0.3,3,ImprovedTDCA,32,32,1,1.1779711214279478
1,0.3,3,ImprovedTDCA,33,33,1,0.748849994629182
1,0.3,3,ImprovedTDCA,34,16,0,0.06490735630498934
1,0.3,3,ImprovedTDCA,35,35,1,0.12786708424631632
1,0.3,3,ImprovedTDCA,36,1,0,0.014496301027383085
1,0.3,3,ImprovedTDCA,37,37,1,1.0926700737501673
1,0.3,3,ImprovedTDCA,38,13,0,0.404965628573448
1,0.3,3,ImprovedTDCA,39,39,1,0.750616185396155
1,0.3,4,TDCA,0,0,1,0.5093841056702069
1,0.3,4,TDCA,1,31,0,0.03403672718598383
1,0.3,4,TDCA,2,2,1,1.602595594683555
1,0.3,4,TDCA,3,3,1,1.1942782995065486
1,0.3,4,TDCA,4,4,1,0.465742295629459
1,0.3,4,TDCA,5,5,1,0.18035337432674492
1,0.3,4,TDCA,6,6,1,1.3931415192494334
1,0.3,4,TDCA,7,7,1,0.6006664675623683
1,0.3,4,TDCA,8,8,1,1.0991959599618186
1,0.3,4,TDCA,9,9,1,0.3377176023910802
1,0.3,4,TDCA,10,10,1,1.5634498281649538
1,0.3,4,TDCA,11,11,1,0.3121814215979617
1,0.3,4,TDCA,12,12,1,0.06389694996090922
1,0.3,4,TDCA,13,13,1,1.3136282533214299
1,0.3,4,TDCA,14,14,1,1.0013367802137405
1,0.3,4,TDCA,15,15,1,1.0962212081297638
1,0.3,4,TDCA,16,16,1,1.4514314514601403
1,0.3,4,TDCA,17,17,1,0.5069086645105707
1,0.3,4,TDCA,18,18,1,1.7805987787722652
1,0.3,4,TDCA,19,19,1,0.8643077133435673
1,0.3,4,TDCA,20,20,1,0.6837957474441034
1,0.3,4,TDCA,21,21,1,0.8135365739701794
1,0.3,4,TDCA,22,24,0,0.18405247779955625
1,0.3,4,TDCA,23,23,1,0.26446169521930596
1,0.3,4,TDCA,24,24,1,0.5504760754558764
1,0.3,4,TDCA,25,25,1,1.4915665888232732
1,0.3,4,TDCA,26,26,1,1.4084815426320327
1,0.3,4,TDCA,27,20,0,0.10205418433123192
1,0.3,4,TDCA,28,28,1,1.0014047656347191
1,0.3,4,TDCA,29,29,1,0.5002268164242798
1,0.3,4,TDCA,30,4,0,0.8283517657669064
1,0.3,4,TDCA,31,31,1,0.44292930664074537
1,0.3,4,TDCA,32,32,1,0.6812394627943648
1,0.3,4,TDCA,33,33,1,0.4999111149263309
1,0.3,4,TDCA,34,34,1,0.1045057728768839
1,0.3,4,TDCA,35,20,0,0.3451011329226956
1,0.3,4,TDCA,36,36,1,0.1400522969330651
1,0.3,4,TDCA,37,37,1,0.5374122003988338
1,0.3,4,TDCA,38,38,1,1.1800258756191
1,0.3,4,TDCA,39,39,1,0.12446620052515267
1,0.3,4,ImprovedTDCA,0,0,1,0.07596547593736425
1,0.3,4,ImprovedTDCA,1,14,0,0.06489440793104206
1,0.3,4,ImprovedTDCA,2,2,1,1.6734766518965654
1,0.3,4,ImprovedTDCA,3,3,1,1.5115099552277498
1,0.3,4,ImprovedTDCA,4,4,1,0.8872824695454076
1,0.3,4,ImprovedTDCA,5,5,1,0.24954482067165862
1,0.3,4,ImprovedTDCA,6,6,1,1.7947444951171732
1,0.3,4,ImprovedTDCA,7,7,1,0.5795483973477487
1,0.3,4,ImprovedTDCA,8,8,1,1.0142580459278134
1,0.3,4,ImprovedTDCA,9,9,1,0.42388436629050874
1,0.3,4,ImprovedTDCA,10,10,1,1.9536788599010344
1,0.3,4,ImprovedTDCA,11,11,1,1.0275784063875129
1,0.3,4,ImprovedTDCA,12,12,1,0.43513683537462855
1,0.3,4,ImprovedTDCA,13,13,1,2.1368197975171928
1,0.3,4,ImprovedTDCA,14,14,1,0.9572849614453935
1,0.3,4,ImprovedTDCA,15,15,1,1.5670236629528211
1,0.3,4,ImprovedTDCA,16,16,1,1.5373544488808706
1,0.3,4,ImprovedTDCA,17,17,1,0.6474764694158419
1,0.3,4,ImprovedTDCA,18,18,1,2.545262005327328
1,0.3,4,ImprovedTDCA,19,19,1,0.7534035438738085
1,0.3,4,ImprovedTDCA,20,20,1,1.2144224793430742
1,0.3,4,ImprovedTDCA,21,21,1,0.5943381630774549
1,0.3,4,ImprovedTDCA,22,24,0,0.032595244691513425
1,0.3,4,ImprovedTDCA,23,23,1,0.23797277745883205
1,0.3,4,ImprovedTDCA,24,24,1,0.4388672645711722
1,0.3,4,ImprovedTDCA,25,25,1,1.4721641666044667
1,0.3,4,ImprovedTDCA,26,26,1,1.994291284660849
1,0.3,4,ImprovedTDCA,27,20,0,0.3557648638759079
1,0.3,4,ImprovedTDCA,28,28,1,1.2712473751105922
1,0.3,4,ImprovedTDCA,29,29,1,0.5524316799276339
1,0.3,4,ImprovedTDCA,30,4,0,0.4764097243560399
1,0.3,4,ImprovedTDCA,31,31,1,0.24204213313735456
1,0.3,4,ImprovedTDCA,32,32,1,0.3270428062039519
1,0.3,4,ImprovedTDCA,33,33,1,0.7364525183159678
1,0.3,4,ImprovedTDCA,34,9,0,0.11999241086736179
1,0.3,4,ImprovedTDCA,35,20,0,0.04898022546900993
1,0.3,4,ImprovedTDCA,36,21,0,0.09700938972009565
1,0.3,4,ImprovedTDCA,37,37,1,0.5120263603621511
1,0.3,4,ImprovedTDCA,38,38,1,1.316142883715729
1,0.3,4,ImprovedTDCA,39,2,0,0.23182933844678733
1,0.3,5,TDCA,0,0,1,2.070309585761792
1,0.3,5,TDCA,1,1,1,0.9742602733393444
1,0.3,5,TDCA,2,2,1,1.5452819165585623
1,0.3,5,TDCA,3,3,1,0.11614760845903405
1,0.3,5,TDCA,4,4,1,1.4471045835231395
1,0.3,5,TDCA,5,5,1,0.9100977886398871
1,0.3,5,TDCA,6,6,1,0.80557028148794
1,0.3,5,TDCA,7,7,1,0.11607966261514857
1,0.3,5,TDCA,8,8,1,1.0159413365451924
1,0.3,5,TDCA,9,9,1,1.3308566855495356
1,0.3,5,TDCA,10,10,1,1.1017816436853403
1,0.3,5,TDCA,11,11,1,1.0612603352367136
1,0.3,5,TDCA,12,12,1,0.3762829920022335
1,0.3,5,TDCA,13,13,1,0.31670065295527694
1,0.3,5,TDCA,14,14,1,0.6801968703387913
1,0.3,5,TDCA,15,15,1,0.16925833901719578
1,0.3,5,TDCA,16,16,1,1.0557918084379245
1,0.3,5,TDCA,17,17,1,1.056753557404736
1,0.3,5,TDCA,18,18,1,1.1665531043262958
1,0.3,5,TDCA,19,31,0,0.18757532246821507
1,0.3,5,TDCA,20,35,0,0.23971324790207182
1,0.3,5,TDCA,21,21,1,0.747091347509576
1,0.3,5,TDCA,22,22,1,0.13041344155635115
1,0.3,5,TDCA,23,23,1,0.5939200845930546
1,0.3,5,TDCA,24,24,1,0.3976533658847887
1,0.3,5,TDCA,25,25,1,2.073695220465715
1,0.3,5,TDCA,26,22,0,0.4574187073751732
1,0.3,5,TDCA,27,27,1,0.46428207645241315
1,0.3,5,TDCA,28,28,1,1.2355422591284908
1,0.3,5,TDCA,29,33,0,0.22019153613161357
1,0.3,5,TDCA,30,30,1,1.0412301333498293
1,0.3,5,TDCA,31,31,1,0.48593416492902675
1,0.3,5,TDCA,32,32,1,1.2090010815572239
1,0.3,5,TDCA,33,33,1,1.0289290154252126
1,0.3,5,TDCA,34,34,1,0.3661189634925166
1,0.3,5,TDCA,35,35,1,0.07961981478303892
1,0.3,5,TDCA,36,36,1,0.5873778549924478
1,0.3,5,TDCA,37,37,1,0.2230808062105174
1,0.3,5,TDCA,38,23,0,0.7201434567292488
1,0.3,5,TDCA,39,39,1,0.24096367564235832
1,0.3,5,ImprovedTDCA,0,0,1,2.0512328399578657
1,0.3,5,ImprovedTDCA,1,1,1,1.1589762616398258
1,0.3,5,ImprovedTDCA,2,2,1,1.4703036582288675
1,0.3,5,ImprovedTDCA,3,3,1,0.3582284834509224
1,0.3,5,ImprovedTDCA,4,4,1,1.9880979183326104
1,0.3,5,ImprovedTDCA,5,5,1,0.4652809360935102
1,0.3,5,ImprovedTDCA,6,6,1,1.2474296155831683
1,0.3,5,ImprovedTDCA,7,7,1,0.5436159611743285
1,0.3,5,ImprovedTDCA,8,8,1,0.9229275787934108
1,0.3,5,ImprovedTDCA,9,9,1,1.3120132571787881
1,0.3,5,ImprovedTDCA,10,10,1,0.9202915749999168
1,0.3,5,ImprovedTDCA,11,11,1,1.2228731712365608
1,0.3,5,ImprovedTDCA,12,12,1,0.5032120825091639
1,0.3,5,ImprovedTDCA,13,13,1,0.9602475399898258
1,0.3,5,ImprovedTDCA,14,14,1,1.0693636418635142
1,0.3,5,ImprovedTDCA,15,15,1,0.35823303427305
1,0.3,5,ImprovedTDCA,16,16,1,0.9144165942177864
1,0.3,5,ImprovedTDCA,17,17,1,1.4204333871310464
1,0.3,5,ImprovedTDCA,18,18,1,1.6193161854283529
1,0.3,5,ImprovedTDCA,19,31,0,0.6016673967731612
